394,79
1,1
562835,795970
1419,9446
17,8
0,2
0,2
0,1
509815,478
278,39
1419,5999
1,2
3917,3230
1120834,636898984
0,541
0,3
469,504
220173039,841874077
1,789
2020,783
2,1
153546,2894749
331,435
1003,11563
1543971,112068
2998,2765
2,4
562835,2389201
3,2
2405,3091
4,21
153546,1268874
1449,251
0,2
331,3
1419,12075
1,1
97,277
153546,1268874
5143,35156
3,3
1419,44053
46,2
677739,3057067
1419,4258
1419,6030
2148830,32488
3919,5846
2771,43962
469,2800
12,2
3,54
217148,2389201
6,21
1419,6000
9,17
558,1424
0,1
25279358,16768300
2,2
6,18
9,10
2,4
1553854,2389201
6,6
0,4
1202,134
397984,795970
30,14
229,575
1419,44060
469,1823
0,1
257948,252562
0,1
6,4
3,7
51567,72927
17,30
2528525,1268874
8272284,433328
23256,234
469,466
0,2
707,324864
6639,1333
0,13
1419,105629
1,6
3,4
33,7
0,1
6,3
423906,2894749
73843,216664
497,713
1419,28046
1553856,2389201
0,31
562835,2389201
1003,1727
47,10
0,2
571866,1442184
7630,12006
8272284,130347551
1,938
7396154,5611783
17,18
5148,27781
5,3
17,46
1003,65
324864,324864
161,16
423906,2894749
51125,72302
9712,16462
9,1
46,19
9,12
0,2
493040,505548
23364,1120834
0,541
9,13
4,11
1,1
469,3044
2,7
5,8
2057107,2894749
8,3
1419,57124
153546,2894749
1003,1666
397984,795970
543,1121
2,6
9,3
9,3
9,15
1,2
11,10
2998,3152
153546,2894749
51125,808741
1,1
1700,3072
0,1
1,4
915879,633443
1419,5957
792549,6295046
3,16
1003,2007
1019778,1442184
229,336
558,1748
1419,12609
0,1
1419,3980
2,1
1419,4042
234,488
3,3
0,1
3,8
792549,1120834
1543202,2828648
30,34
1419,60268
2,5
2528525,1268874
2,8
0,1
0,2
0,2
2,4
2057118,2894749
562835,795970
792549,633443
42615,60268
9,15
558,116
1419,4569
830,777
2,2
0,1
9,1
9,19
394,146
1120834,2389201
1419,23407
0,2
37030,85724
5143,15011
4,26
558,565
1,1
153546,2894749
0,3
394,485
6,22
4,16
9,24
109308,112124
46,19
767,1303
178588,252562
4928,374446
229,1524
3,2
1,1
562835,795970
6,1
1087,4
3,3
5,3
3,24
234,237
9,14
1419,554
178588,252562
1,1
9,1
1019778,1442184
558,1
1419,4014
469,253
72302,2423624
1,1
3,3
5,9
87163,335703
3,3
792549,2389201
0,4
1,1
394,773
2702539,505548
1322,483
0,6
1419,2007
1088,240
211836,505548
1419,4014
3,2
6,21
1120834,2828648
571866,1268874
50,58
2764,6115
645,1769
12,4
234,54
12,56
792549,1120834
7630,12237
153546,2894749
1553856,2389201
1419,60118
331,194
2,5
1419,12584
3907,8028
0,4
1,1
0,3
1,1
2,18
0,4
0,3
594362,252562
331,1
394,1483
1540,272
9,5
2020,405
5253,768
792549,1442184
1003,2007
162,53
7630,88840
1,1
1789,118360
2764,2082
6,19
394,1423
2148830,2894749
3,12
0,4
411501,477320
178588,1268874
3,1
2120,3196
1,2
768,1273
1419,5998
4,49
178588,252562
23364,2007
