495377,265630
1388273,2533772
2,8
112309592,1273797968
43479704,636898984
5132176,4822836
497971,281654
1,1
1642374,6699472
5096726,5789498
132,38
2413024,1268874
9885,1233
1123,509
4012249,1268874
7,5
2292873,1442184
2,1
4973355,1921070
78,22
25,24
29,28
835959,2241668
3,2
2387095,9622630
6,80
3,3
3520998,2389201
5318212,6699472
76,6
2549658,5789498
83,6
1394819,1236708
509929,252562
2,1
1,1
1719664,1268874
28,12
141985,89664
3709,1577
2025,638
1367278,1268874
80,23
1,2
2,5
1,1
5960,4014
2541694,6699472
58,4
25,25
703,461
1446,1559
347878,252562
4217754,4822836
92,53
1,1
969032,795970
3,4
16306817,45892447
74,108
5757854,4822836
2661644,6295046
2085911,2894749
19,16
670,494
4928,1232
120946280,1648148690
1442,1488
1723964,2471284
96890,70593
218586,241072
31,12
600732,1011096
14319,25194
2,2
1,1
17,5
2157302,245074
20446,1890
335871,252562
4811046,4822836
21,12
1199090,1921070
799,250
2,2
2402479,6699472
6,3
728,643
1,1
2635353,6699472
1872156,2389201
493702,505548
527701,505548
5,2
2,5
1826356,9622630
3,3
3,2
1,1
164,1142
2967345,1268874
403531,104283
2,1
3562624,6699472
4692,3740
56486,47448
2512794,1268874
278,58
2,2
1671990,2894749
90505,108682
1795002,1790142
167,5
6772754,7277666
20849,7301
360338,55994
1,1
344034,112124
4,1
30,29
57798,44227
3118218,3931472
78,20
2,6
431539,216664
1052415,252562
3,4
32,32
1,1
4,3
137249,122537
1,1
1,1
1583739,1277412
16645,3558
2526696,6699472
189,44
942534,795970
1,1
5448142,3806622
81788,30651
345,473
3,4
3093642,6699472
4398,3598
1316277,832418
35,3
17,16
1,1
1524386,1277412
70,27
18,20
21,23
3,2
122810,51484
2147186,1268874
6,6
125241,72302
1071732,959534
14,4
801538,633443
53762,29126
606,495
3072337,5611783
262,72
1085,100
5,5
3,3
4389368,4822836
19012,5197
2076408,1268874
47,6
4,4
553295,505548
1111,520
484378,650724
1,1
29,28
69331312,3580314334
2479,3682
4142957,2389201
3502838,2875710
1514,222
1070167,795970
72240848,494336916
2340,476
1,1
859926,1236708
166,120
7829142,5789498
198427,44500
2,2
8141036,6295046
2385161,1268874
403653,100772
920839,1790142
11941,7587
1656932,1921070
4,4
1,1
509,536
1,1
32146136,305575716
254,1018
1304281,1120834
1,1
34,24
589,623
49,23
3,1
33,29
2678455,1921070
15222,3892
3,2
29800204,930587428
80077,873964
2,2
2237427,1268874
73,1
210258224,712921211
8,3
3534064,2894749
2,2
5,2
27,29
1,1
1,2
1113726,505548
3,2
3977755,5611783
134424,15058
4292,1739
2192497,16581592
6,9
2841995,21370092
2,4
3336973,3204661
3,1
2,2
5469074,4822836
3,3
1,1
2226648,1268874
267628,108567
278945,252562
2,2
2392260,1921070
503639,146151
1,1
2705991,1011096
52,10
1,1
1,1
3036054,6699472
2931128,2389201
7,9
2028531,1442184
1315,679
388633,223976
9,4
20,20
2,1
1,1
3,2
29,25
5,5
7878148,4822836
1385185,281654
38,39
2058042,6699472
98,8
1029077,217148
2,3
1181074,1790142
855,961
14,19
1,1
3800348,2471284
103,71
45036,28077
6,7
1951496,505548
8112,479
2622,1683
2808569,6295046
10,8
5063322,12010843
13747,404
333955,216664
1046,218
2070899,6699472
1399,3156
14,9
1650485,795970
2801891,6699472
27,14
78876320,672235498
2,2
1025963,795970
864,480
1886073,2894749
15,3
35,31
3419079,16581592
1394,2007
3420847,4822836
2950,2854
2372799,1442184
64387,11299
5,4
3351484,3806622
16947,3798
14,14
1897079,982868
22849,3966
4389150,5611783
105,20
42733824,397995327
344,4788
7863916,21370092
37,60
12265,6014
125,83
12559708,31443483
264,34
4,4
3,3
6127380,3806622
4848196,1268874
2719078,1268874
115665,23497
9,3
3,3
2642967,6295046
55818,12070
1053177,1277412
60,131
5728136,5789498
36032,4008
347878,252562
3045528,2894749
1,1
25,24
4324859,4822836
1037227,1646004
156109,137517
8,7
372,450
26,23
24,24
78322832,665757610
255,3282
2,2
1135242,808741
2,1
186069,60268
55642580,364853404
537,151
682,533
2,4
4,5
67544128,540549099
2,1
8737,1873
1,1
3554829,5611783
3626,3026
1025963,795970
483,520
2088445,1921070
9,5
1,1
1189,911
1,2
1,1
1,1
5,12
15,20
1,1
356399,217148
21,6
3223592,2828648
1911,1376
112309592,712965547
180,292
3309546,3806622
3363,1998
810154,808741
1,1
88,52
826,498
4,5
86754,62350
1,1
5990132,5789498
19,4
111098,57124
752,428
1742816,1921070
2309,1042
4937957,1921070
1498422,505548
12993,4160
608,208
520,469
2,2
3111,2005
9,8
4540564,4822836
16126,4963
1,1
3463694,6699472
17,8
3,2
24919,14896
6454008,4822836
14,15
2885239,1268874
8,5
4358750,5789498
1547270,2894749
225,200
1,1
1546254,2875710
27367,944
2408380,1120834
4454372,12010843
374,1143
1109931,795970
1,1
1,1
1,1
1440143,795970
1,1
1,1
7863864,4822836
1950185,1268874
3197743,2894749
1730,1621
1,1
2981443,1268874
61,13
262054,217148
613,575
1909168,2828648
2265,1482
1,3
50,239
1,1
1,1
279613,217148
795968,469226
2532186,5611783
8,3
4324042,3806622
27,27
59230,44336
612970,324864
21896,2007
1,1
15,5
3,3
1,1
4365414,6699472
4132,3113
2,4
966043,808741
1,5
38830,40742
1644264,795970
3,3
3123742,6699472
20,6
405280,1195657
6,8
3555,2007
4441698,3806622
32,15
62317,36640
887258,361232
46952,9080
2569086,1268874
30,5
1,1
4288126,6699472
3405,4164
7,8
1,1
1,1
1873922,2875710
18,3
3,3
5,2
1,1
1,1
2178210,2875710
