1419,265630
2110358,2533772
2,8
2148830,1273797968
1419,636898984
7991717,4822836
560573,281654
1,1
1120834,6699472
1120834,5789498
9,38
324864,1268874
229,1233
469,509
3094357,1268874
2,5
1019778,1442184
0,1
677739,1921070
24,22
6,24
6,28
67165712,2241668
0,2
652170,9622630
0,80
3,3
1553856,2389201
1120834,6699472
0,6
6025140,5789498
0,6
324864,1236708
178588,252562
0,1
1,1
677739,1268874
12,12
37038,89664
394,1577
249895,638
2148830,1268874
44,23
1,2
2,5
1,1
1419,4014
1120834,6699472
0,4
13,25
469,461
558,1559
252562,252562
3114144,4822836
9,53
1,1
795970,795970
5,4
2604673,45892447
72,108
7396154,4822836
217148,6295046
217148,2894749
47,16
234143,494
767,1232
2148830,1648148690
1540,1488
411501,2471284
1419,70593
117350,241072
1086,12
1746334,1011096
3917,25194
1,2
1,1
9,5
1120834,245074
19307,1890
178588,252562
2148830,4822836
9,12
1120834,1921070
394,250
2,2
3094357,6699472
9,3
558,643
6,1
6025140,6699472
1553854,2389201
411501,505548
290975,505548
6,2
2,5
1269865,9622630
4,3
2,2
2,1
0,1142
1120834,1268874
1419,104283
1,1
1120834,6699472
558,3740
7630,47448
1120834,1268874
394,58
2,2
1120834,2894749
1419,108682
677739,1790142
784,5
652170,7277666
1408,7301
55994,55994
3,1
154586,112124
9,1
13,29
1419,44227
2212058,3931472
17,20
1,6
51125,216664
126280,252562
1,4
6,32
6,1
13,3
2814711,122537
1,1
1,1
801249,1277412
1419,3558
1120834,6699472
6,44
562835,795970
1,1
8272284,3806622
39139,30651
394,473
3,4
1120834,6699472
558,3598
652170,832418
0,3
13,16
0,1
801249,1277412
9,27
13,20
13,23
3,2
36408,51484
2148830,1268874
1,6
72302,72302
632555,959534
3,4
2110358,633443
7277,29126
331,495
1120834,5611783
3933,72
1419,100
2,5
3,3
896872,4822836
632,5197
5932411,1268874
0,6
2,4
411501,505548
647,520
677739,650724
0,1
13,28
2182418,3580314334
1,3682
1098739,2389201
411501,2875710
394,222
562835,795970
105536618,494336916
1,476
6,1
632555,1236708
278,120
2182418,5789498
2771,44500
2,2
4260418,6295046
1120834,1268874
4940,100772
1120834,1790142
3991,7587
3643244,1921070
9,4
0,1
558,536
1,1
2182418,305575716
0,1018
1120834,1120834
0,1
9,24
558,623
9,23
2,1
6,29
3643244,1921070
3917,3892
1,2
324864,930587428
229,873964
2,2
1120834,1268874
3,1
625943625,712921211
1,3
1120834,2894749
2,2
1,2
13,29
1,1
2,2
493040,505548
2,2
1120834,5611783
1419,15058
1419,1739
4109157,16581592
6,9
1120834,21370092
1,4
72302,3204661
1,1
2,2
7396154,4822836
2,3
0,1
5932411,1268874
3917,108567
252562,252562
1,2
324864,1921070
142364,146151
1,1
1319651,1011096
23,10
1,1
1,1
1120834,6699472
792549,2389201
5,9
1120834,1442184
558,679
109028,223976
0,4
13,20
394,1
1,1
2,2
13,25
3,5
1120834,4822836
809690,281654
13,39
6025140,6699472
0,8
652170,217148
0,3
1120834,1790142
558,961
9,19
1,1
411501,2471284
2,71
7281,28077
7,7
677739,505548
478,479
913,1683
2148830,6295046
3,8
677739,12010843
469,404
104431,216664
469,218
3094357,6699472
1540,3156
2,9
397984,795970
2182418,6699472
17,14
7991717,672235498
2,2
795970,795970
469,480
1120834,2894749
394,3
6,31
4109157,16581592
1003,2007
8272284,4822836
10853,2854
324864,1442184
1419,11299
2173,4
1319651,3806622
644,3798
6,14
411501,982868
2771,3966
1120834,5611783
0,20
1871077,397995327
9,4788
1120834,21370092
1,60
23364,6014
394,83
55994,31443483
1,34
2,4
2,3
7396154,3806622
2173976,1268874
677739,1268874
2049,23497
9,3
0,3
1120834,6295046
7626,12070
801249,1277412
394,131
2148830,5789498
1419,4008
252562,252562
153546,2894749
1,1
13,24
7991717,4822836
2182418,1646004
12122,137517
4,7
469,450
6,23
13,24
7991717,665757610
9,3282
2,2
51125,808741
0,1
42615,60268
324864,364853404
0,151
558,533
2,4
2,5
220173039,540549099
1,1
645,1873
1,1
1998722,5611783
1369,3026
795970,795970
558,520
324864,1921070
0,5
1,1
1003,911
2,2
0,1
1,1
1,12
5,20
1,1
324864,217148
229,6
1120834,2828648
768,1376
625943625,712965547
278,292
1120834,3806622
394,1998
262192,808741
0,1
17,52
1419,498
2,5
2008,62350
1,1
6025141,5789498
6,4
2008,57124
394,428
677739,1921070
3057,1042
677739,1921070
677739,505548
2762,4160
234,208
469,469
2,2
1419,2005
9,8
1120834,4822836
9137,4963
1,1
1120834,6699472
0,8
3,2
1419,14896
3094357,4822836
0,15
3475743,1268874
2,5
4184069,5789498
1419,2894749
278,200
1,1
411501,2875710
7625,944
792549,1120834
677739,12010843
394,1143
562835,795970
0,1
1,1
1,1
562835,795970
2,1
2,1
3094357,4822836
2528525,1268874
1120834,2894749
558,1621
1,1
4184069,1268874
6,13
217148,217148
768,575
2182418,2828648
1086,1482
1,3
239,239
1,1
1,1
217148,217148
331792,469226
5748129,5611783
2,3
8272284,3806622
3,27
19022,44336
324864,324864
1419,2007
1,1
4,5
3,3
0,1
1120834,6699472
394,3113
2,4
808741,808741
1,5
37030,40742
397984,795970
3,3
1120834,6699472
558,6
2148830,1195657
2,8
1003,2007
1120834,3806622
1,15
1419,36640
60268,361232
1003,9080
7396154,1268874
46,5
1,1
1120834,6699472
394,4164
3,8
1,1
1,1
1120834,2875710
0,3
2,3
2,2
6,1
0,1
2212058,2875710
178588,505548
1,1
0,571
2182418,608390
